"domain","question","generated_answer","gold_answer","bleu","rouge-1","rouge-2","rouge-l","embedding_similarity","question_id"
"IPC_Description","What is the full description of IPC Section b'IPC_140'?",": According to the Bharatiya Nyaya Sanhita, which is the new name for the Indian Penal Code, Section 140 describes the offense of ""Kidnapping or abducting in order to murder or for ransom, etc.""","b'Description of IPC Section 140\nAccording to section 140 of Indian penal code, Whoever, not being a soldier, sailor or airman in the Military, Naval or Air service of the Government of India, wears any garb or carries any token resembling any garb or token used by such a soldier, sailor or airman with the intention that it may be believed that he is such a soldier, sailor or airman, shall be punished with imprisonment of either description for a term which may extend to three months, or with fine which may extend to five hundred rupees, or with both.\n\n\nIPC 140 in Simple Words\nIf someone who is not a military member wears a uniform or carries something resembling a military uniform to deceive others into believing they are a soldier, sailor, or airman, they can be punished with up to three months in jail, a fine of up to five hundred rupees, or both.'","0.003627377664274253","0.19642856759088018","0.0","0.08928571044802312","0.8681063652038574","IPC Section b'IPC_140'"
"IPC_Description","What is the full description of IPC Section b'IPC_127'?",":The section name b'IPC_127' is not a valid section name. Please provide a valid section name to get the description.","b'Description of IPC Section 127\nAccording to section 127 of Indian penal code, Whoever receives any property knowing the same to have been taken in the commission of any of the offences mentioned in sections 125 and 126, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine and to forfeiture of the property so received.\n\n\nIPC 127 in Simple Words\nIf someone receives property knowing it was taken during the commission of certain offenses (mentioned in sections 125 and 126), they can be punished with imprisonment of up to seven years, fined, and the property can be forfeited.'","2.6111884307750205e-233","0.12345678726413663","0.0","0.12345678726413663","0.8340329527854919","IPC Section b'IPC_127'"
"IPC_Description","What is the full description of IPC Section b'IPC_128'?",": According to the search results, Section 128 of the Bharatiya Nyaya Sanhita (which corresponds to Section 128 of the IPC) defines ""Force"".","b'Description of IPC Section 128\nAccording to section 128 of Indian penal code, Whoever, being a public servant and having the custody of any State prisoner or prisoner of war, voluntarily allows such prisoner to escape from any place in which such prisoner is confined, shall be punished with imprisonment for life, or imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.\n\n\nIPC 128 in Simple Words\nIf a public servant, responsible for the custody of a State prisoner or prisoner of war, intentionally allows the prisoner to escape from confinement, they can be punished with life imprisonment or imprisonment of up to ten years, and may also be fined.'","0.0034438520946127598","0.12195121622546114","0.01694914984056349","0.09756097232302213","0.8244301080703735","IPC Section b'IPC_128'"
"IPC_Description","What is the full description of IPC Section b'IPC_129'?","Agent stopped due to max iterations.","b'Description of IPC Section 129\nAccording to section 129 of Indian penal code, Whoever, being a public servant and having the custody of any State prisoner or prisoner of war, negligently suffers such prisoner to escape from any place of confinement in which such prisoner is confined, shall be punished with simple imprisonment for a term which may extend to three years, and shall also be liable to fine.\n\n\nIPC 129 in Simple Words\nIf a public servant, responsible for the custody of a State prisoner or prisoner of war, carelessly allows the prisoner to escape from confinement, they can be punished with up to three years in jail and may also be fined.'","1.126407320638263e-238","0.02777777625000008","0.0","0.02777777625000008","0.644844651222229","IPC Section b'IPC_129'"
"IPC_Description","What is the full description of IPC Section b'IPC_130'?",":The section name you provided is not valid. Please provide a valid section name from the Bharatiya Nyaya Sanhita (BNS).","b'Description of IPC Section 130\nAccording to section 130 of Indian penal code, Whoever knowingly aids or assists any State prisoner or prisoner of war in escaping from lawful custody, or rescues or attempts to rescue any such prisoner, or harbours or conceals any such prisoner who has escaped from lawful custody, or offers or attempts to offer any resistance to the recapture of such prisoner shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.\n\n\nIPC 130 in Simple Words\nIf someone knowingly helps a State prisoner or prisoner of war escape from lawful custody, rescues them, hides them after their escape, or resists their recapture, they can be punished with life imprisonment or imprisonment of up to ten years, and may also be fined.'","7.034444833299791e-234","0.08247422391327464","0.0","0.08247422391327464","0.7805831432342529","IPC Section b'IPC_130'"
"IPC_Description","What is the full description of IPC Section b'IPC_131'?",": Whoever assaults or uses criminal force to any person otherwise than on grave and sudden provocation given by that person, shall be punished with imprisonment of either description for a term which may extend to three months, or with fine which may extend to one thousand rupees, or with both. Explanation 1.—Grave and sudden provocation will not mitigate the punishment for an offence under this section,— (a) if the provocation is sought or voluntarily provoked by the offender as an","b'Description of IPC Section 131\nAccording to section 131 of Indian penal code, Whoever abets the committing of mutiny by an officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India or attempts to seduce any such officer, soldier, sailor or airman from his allegiance or his duty, shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.\n\n\nIPC 131 in Simple Words\nIf someone encourages the commission of mutiny by an officer, soldier, sailor, or airman in the Indian Army, Navy, or Air Force or tries to lead them astray from their loyalty or duty, they can be punished with life imprisonment or imprisonment of up to ten years, and may also be fined.'","0.10285141423870474","0.3239436570353105","0.15463917051493267","0.2957746429508034","0.9112529754638672","IPC Section b'IPC_131'"
"IPC_Description","What is the full description of IPC Section b'IPC_132'?",":According to the Bharatiya Nyaya Sanhita:  ""132. Whoever assaults or uses criminal force to any person being a public servant in""","b'Description of IPC Section 132\nAccording to section 132 of Indian penal code, Whoever abets the committing of mutiny by an officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India, shall, if mutiny be committed in consequence of that abetment, be punished with death or with imprisonment for life, or imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.\n\n\nIPC 132 in Simple Words\nIf someone encourages the commission of mutiny by an officer, soldier, sailor, or airman in the Indian Army, Navy, or Air Force, and mutiny occurs as a result, the abettor can be punished with death, life imprisonment, or imprisonment for up to ten years, and may also be fined.'","8.870572082800533e-234","0.10204081307788432","0.0","0.08163264981257823","0.828780472278595","IPC Section b'IPC_132'"
"IPC_Description","What is the full description of IPC Section b'IPC_133'?",":The section number 'IPC_133' is not a valid section number. Please provide a valid section number from the Bharatiya Nyaya Sanhita.","b'Description of IPC Section 133\nAccording to section 133 of Indian penal code, Whoever abets an assault by an officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India, on any superior officer being in the execution of his office, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine.\n\n\nIPC 133 in Simple Words\nIf someone encourages an officer, soldier, sailor, or airman to assault a superior officer while the superior officer is performing their duties, the abettor can be punished with up to three years in jail and a fine.'","2.690158076893492e-233","0.08988763764676186","0.0","0.08988763764676186","0.816398561000824","IPC Section b'IPC_133'"
"IPC_Description","What is the full description of IPC Section b'IPC_134'?",": Section 134 of the Bharatiya Nyaya Sanhita states: ""Whoever assaults or uses criminal force to any person, in attempting to commit theft on any property which that person is then wearing or carrying, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.""","b'Description of IPC Section 134\nAccording to section 134 of Indian penal code, Whoever abets an assault by an officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India, on any superior officer being in the execution of his office, shall, if such assault be committed in consequence of that abetment be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.\n\n\nIPC 134 in Simple Words\nIf someone encourages an officer, soldier, sailor, or airman to assault a superior officer while the superior officer is performing their duties, and the assault occurs as a result, the abettor can be punished with up to seven years in jail and a fine.'","0.08775971700696458","0.37878787415977966","0.18181817747933895","0.3484848438567494","0.9152908325195312","IPC Section b'IPC_134'"
"IPC_Description","What is the full description of IPC Section b'IPC_135'?",": Whoever assaults or uses criminal force to any person, in attempting wrongfully","b'Description of IPC Section 135\nAccording to section 135 of Indian penal code, Whoever, abets the desertion of any officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.\n\n\nIPC 135 in Simple Words\nIf someone encourages or supports the desertion of an officer, soldier, sailor, or airman from the Indian Army, Navy, or Air Force, they can be punished with up to two years in jail, a fine, or both.'","4.21465794060333e-158","0.10526315505886434","0.0","0.10526315505886434","0.7943585515022278","IPC Section b'IPC_135'"
"IPC_Description","What is the full description of IPC Section b'IPC_136'?",": Whoever assaults or uses criminal force to any person on grave and sudden provocation given by that person, shall be punished with simple imprisonment for a term which may extend to one month, or with fine which may extend to one thousand rupees, or with both. Explanation.— This section is subject to the same Explanation as section 131.","b'Description of IPC Section 136\nAccording to section 136 of Indian penal code, Whoever, except as hereinafter excepted, knowing or having reason to believe that an officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India, has deserted, harbours such officer, soldier, sailor or airman, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine or with both.\n\n\nIPC 136 in Simple Words\nIf someone knowingly shelters or hides a deserted officer, soldier, sailor, or airman from the Indian Army, Navy, or Air Force, they can be punished with up to two years in jail, a fine, or both.'","0.07257422900760108","0.30894308470883736","0.15189872967793636","0.29268292210721136","0.887718141078949","IPC Section b'IPC_136'"
